,song_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Mood Label
690,The Man Who Can't Be Moved,The Script,0.605,0.629,10,-5.051,1,0.0279,0.437,0.0,0.097,0.308,99.894,audio_features,3nqqDo8CcCLke3ZoTgiOKf,spotify:track:3nqqDo8CcCLke3ZoTgiOKf,https://api.spotify.com/v1/tracks/3nqqDo8CcCLke3ZoTgiOKf,https://api.spotify.com/v1/audio-analysis/3nqqDo8CcCLke3ZoTgiOKf,241373,4,sad
691,Forever,Lewis Capaldi,0.646,0.355,1,-7.119,1,0.0263,0.873,0.0,0.115,0.364,84.988,audio_features,12OLyHDxt6dqlAybSPFBK3,spotify:track:12OLyHDxt6dqlAybSPFBK3,https://api.spotify.com/v1/tracks/12OLyHDxt6dqlAybSPFBK3,https://api.spotify.com/v1/audio-analysis/12OLyHDxt6dqlAybSPFBK3,210863,4,sad
692,Can't Help Falling in Love,Haley Reinhart,0.41,0.0485,0,-13.918,1,0.038,0.947,0.0,0.108,0.247,137.97,audio_features,6yIHGmQLJxWAUZ1ZkENemN,spotify:track:6yIHGmQLJxWAUZ1ZkENemN,https://api.spotify.com/v1/tracks/6yIHGmQLJxWAUZ1ZkENemN,https://api.spotify.com/v1/audio-analysis/6yIHGmQLJxWAUZ1ZkENemN,173175,4,sad
693,blame's on me,Alexander Stewart,0.306,0.121,1,-17.118,0,0.0396,0.863,0.0,0.167,0.238,159.08,audio_features,1veHwv1HPwzOvlhs5jPxeP,spotify:track:1veHwv1HPwzOvlhs5jPxeP,https://api.spotify.com/v1/tracks/1veHwv1HPwzOvlhs5jPxeP,https://api.spotify.com/v1/audio-analysis/1veHwv1HPwzOvlhs5jPxeP,138375,3,sad
694,Need You Now,Lady A,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,audio_features,7GAaTpSoTWUTbP2Yxlt4Hd,spotify:track:7GAaTpSoTWUTbP2Yxlt4Hd,https://api.spotify.com/v1/tracks/7GAaTpSoTWUTbP2Yxlt4Hd,https://api.spotify.com/v1/audio-analysis/7GAaTpSoTWUTbP2Yxlt4Hd,236440,4,sad
695,The Climb,Miley Cyrus,0.336,0.602,4,-6.354,1,0.0325,0.0635,0.0,0.141,0.299,161.01,audio_features,5x5JM1BSB6vollcIzDocqT,spotify:track:5x5JM1BSB6vollcIzDocqT,https://api.spotify.com/v1/tracks/5x5JM1BSB6vollcIzDocqT,https://api.spotify.com/v1/audio-analysis/5x5JM1BSB6vollcIzDocqT,234520,4,sad
696,Supermarket Flowers,Ed Sheeran,0.589,0.242,6,-10.517,1,0.0442,0.914,0.0,0.0887,0.257,89.749,audio_features,4VuS959DSpr82t3qBqCrWG,spotify:track:4VuS959DSpr82t3qBqCrWG,https://api.spotify.com/v1/tracks/4VuS959DSpr82t3qBqCrWG,https://api.spotify.com/v1/audio-analysis/4VuS959DSpr82t3qBqCrWG,221107,4,sad
697,Little Things,One Direction,0.709,0.22,7,-11.856,1,0.0327,0.811,0.0,0.175,0.53,110.076,audio_features,0TAmnCzOtqRfvA38DDLTjj,spotify:track:0TAmnCzOtqRfvA38DDLTjj,https://api.spotify.com/v1/tracks/0TAmnCzOtqRfvA38DDLTjj,https://api.spotify.com/v1/audio-analysis/0TAmnCzOtqRfvA38DDLTjj,219040,4,sad
698,Breakeven,The Script,0.63,0.696,10,-4.501,1,0.0242,0.144,0.0,0.0835,0.491,94.034,audio_features,285hMzLhJwHVLe9QT9qilk,spotify:track:285hMzLhJwHVLe9QT9qilk,https://api.spotify.com/v1/tracks/285hMzLhJwHVLe9QT9qilk,https://api.spotify.com/v1/audio-analysis/285hMzLhJwHVLe9QT9qilk,261427,4,sad
699,One More Light,Linkin Park,0.593,0.2,8,-11.063,1,0.0311,0.904,0.0,0.0897,0.17,83.966,audio_features,3xXBsjrbG1xQIm1xv1cKOt,spotify:track:3xXBsjrbG1xQIm1xv1cKOt,https://api.spotify.com/v1/tracks/3xXBsjrbG1xQIm1xv1cKOt,https://api.spotify.com/v1/audio-analysis/3xXBsjrbG1xQIm1xv1cKOt,255067,4,sad
700,Little Do You Know,Alex & Sierra,0.5,0.292,0,-8.554,1,0.0323,0.746,0.0,0.188,0.37,145.879,audio_features,1almCHdsfikRPfVB9VrEdT,spotify:track:1almCHdsfikRPfVB9VrEdT,https://api.spotify.com/v1/tracks/1almCHdsfikRPfVB9VrEdT,https://api.spotify.com/v1/audio-analysis/1almCHdsfikRPfVB9VrEdT,185200,4,sad
701,All I Ask,Adele,0.591,0.28,4,-5.494,1,0.0283,0.889,0.0,0.124,0.348,141.916,audio_features,6DEMMeWXfmFAXgDUMMzeg6,spotify:track:6DEMMeWXfmFAXgDUMMzeg6,https://api.spotify.com/v1/tracks/6DEMMeWXfmFAXgDUMMzeg6,https://api.spotify.com/v1/audio-analysis/6DEMMeWXfmFAXgDUMMzeg6,271800,4,sad
702,Slow Dancing in a Burning Room,John Mayer,0.667,0.361,1,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,audio_features,2jdAk8ATWIL3dwT47XpRfu,spotify:track:2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/tracks/2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/audio-analysis/2jdAk8ATWIL3dwT47XpRfu,242000,5,sad
703,To Build A Home,"The Cinematic Orchestra, Patrick Watson",0.264,0.122,9,-15.399,1,0.0349,0.885,0.349,0.094,0.0735,148.658,audio_features,54KFQB6N4pn926IUUYZGzK,spotify:track:54KFQB6N4pn926IUUYZGzK,https://api.spotify.com/v1/tracks/54KFQB6N4pn926IUUYZGzK,https://api.spotify.com/v1/audio-analysis/54KFQB6N4pn926IUUYZGzK,371320,4,sad
704,you were good to me,"Jeremy Zucker, Chelsea Cutler",0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,audio_features,4CxFN5zON70B3VOPBYbd6P,spotify:track:4CxFN5zON70B3VOPBYbd6P,https://api.spotify.com/v1/tracks/4CxFN5zON70B3VOPBYbd6P,https://api.spotify.com/v1/audio-analysis/4CxFN5zON70B3VOPBYbd6P,219147,4,sad
705,Liability,Lorde,0.587,0.229,10,-11.254,0,0.128,0.92,0.0,0.1,0.379,75.67,audio_features,6Kkt27YmFyIFrcX3QXFi2o,spotify:track:6Kkt27YmFyIFrcX3QXFi2o,https://api.spotify.com/v1/tracks/6Kkt27YmFyIFrcX3QXFi2o,https://api.spotify.com/v1/audio-analysis/6Kkt27YmFyIFrcX3QXFi2o,171728,4,sad
706,Trouble,Coldplay,0.565,0.546,11,-7.496,0,0.0314,0.189,0.0015,0.17,0.195,139.757,audio_features,0R8P9KfGJCDULmlEoBagcO,spotify:track:0R8P9KfGJCDULmlEoBagcO,https://api.spotify.com/v1/tracks/0R8P9KfGJCDULmlEoBagcO,https://api.spotify.com/v1/audio-analysis/0R8P9KfGJCDULmlEoBagcO,273427,4,sad
707,Malibu Nights,LANY,0.559,0.422,11,-11.89,1,0.195,0.701,1.99e-06,0.0853,0.191,74.002,audio_features,0Eqg0CQ7bK3RQIMPw1A7pl,spotify:track:0Eqg0CQ7bK3RQIMPw1A7pl,https://api.spotify.com/v1/tracks/0Eqg0CQ7bK3RQIMPw1A7pl,https://api.spotify.com/v1/audio-analysis/0Eqg0CQ7bK3RQIMPw1A7pl,286928,4,sad
708,Unsteady,X Ambassadors,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,audio_features,7lGKEWMXVWWTt3X71Bv44I,spotify:track:7lGKEWMXVWWTt3X71Bv44I,https://api.spotify.com/v1/tracks/7lGKEWMXVWWTt3X71Bv44I,https://api.spotify.com/v1/audio-analysis/7lGKEWMXVWWTt3X71Bv44I,193547,4,sad
709,Somebody Else,The 1975,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,audio_features,4m0q0xQ2BNl9SCAGKyfiGZ,spotify:track:4m0q0xQ2BNl9SCAGKyfiGZ,https://api.spotify.com/v1/tracks/4m0q0xQ2BNl9SCAGKyfiGZ,https://api.spotify.com/v1/audio-analysis/4m0q0xQ2BNl9SCAGKyfiGZ,347526,4,sad
710,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,0.315,0.296,5,-13.262,1,0.0315,0.771,0.0,0.702,0.435,173.509,audio_features,4LloVtxNZpeh7q7xdi1DQc,spotify:track:4LloVtxNZpeh7q7xdi1DQc,https://api.spotify.com/v1/tracks/4LloVtxNZpeh7q7xdi1DQc,https://api.spotify.com/v1/audio-analysis/4LloVtxNZpeh7q7xdi1DQc,263573,4,sad
711,idfc,blackbear,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,audio_features,6y6jbcPG4Yn3Du4moXaenr,spotify:track:6y6jbcPG4Yn3Du4moXaenr,https://api.spotify.com/v1/tracks/6y6jbcPG4Yn3Du4moXaenr,https://api.spotify.com/v1/audio-analysis/6y6jbcPG4Yn3Du4moXaenr,245172,4,sad
712,Flowers,Lauren Spencer Smith,0.684,0.449,3,-9.738,1,0.611,0.869,0.0,0.0881,0.341,66.165,audio_features,6Z165JvPnS8PYvGW8oLGLc,spotify:track:6Z165JvPnS8PYvGW8oLGLc,https://api.spotify.com/v1/tracks/6Z165JvPnS8PYvGW8oLGLc,https://api.spotify.com/v1/audio-analysis/6Z165JvPnS8PYvGW8oLGLc,157373,4,sad
713,Rise Up,Andra Day,0.398,0.316,1,-7.031,1,0.0368,0.805,0.0,0.295,0.174,118.582,audio_features,0tV8pOpiNsKqUys0ilUcXz,spotify:track:0tV8pOpiNsKqUys0ilUcXz,https://api.spotify.com/v1/tracks/0tV8pOpiNsKqUys0ilUcXz,https://api.spotify.com/v1/audio-analysis/0tV8pOpiNsKqUys0ilUcXz,253342,4,sad
714,My Mind & Me,Selena Gomez,0.6,0.389,9,-5.727,1,0.0337,0.566,0.0,0.0826,0.244,143.577,audio_features,0XER3HPMx223xWaAgNKp4Y,spotify:track:0XER3HPMx223xWaAgNKp4Y,https://api.spotify.com/v1/tracks/0XER3HPMx223xWaAgNKp4Y,https://api.spotify.com/v1/audio-analysis/0XER3HPMx223xWaAgNKp4Y,147597,4,sad
715,Apologize,"Timbaland, OneRepublic",0.657,0.604,8,-6.006,1,0.0296,0.0361,0.0,0.102,0.0779,118.042,audio_features,6q3zC9dDD4lUNk8nfUztXy,spotify:track:6q3zC9dDD4lUNk8nfUztXy,https://api.spotify.com/v1/tracks/6q3zC9dDD4lUNk8nfUztXy,https://api.spotify.com/v1/audio-analysis/6q3zC9dDD4lUNk8nfUztXy,184400,4,sad
716,Who,"Lauv, BTS",0.632,0.337,11,-8.0,0,0.033,0.558,0.0,0.104,0.0982,141.701,audio_features,0pSqYDTjY1Xt86usTQslAx,spotify:track:0pSqYDTjY1Xt86usTQslAx,https://api.spotify.com/v1/tracks/0pSqYDTjY1Xt86usTQslAx,https://api.spotify.com/v1/audio-analysis/0pSqYDTjY1Xt86usTQslAx,180413,3,sad
717,When You Love Someone,James TW,0.681,0.453,7,-6.09,1,0.0278,0.263,0.0,0.0543,0.348,125.772,audio_features,0TXNKTzawI6VgLoA9UauRp,spotify:track:0TXNKTzawI6VgLoA9UauRp,https://api.spotify.com/v1/tracks/0TXNKTzawI6VgLoA9UauRp,https://api.spotify.com/v1/audio-analysis/0TXNKTzawI6VgLoA9UauRp,216560,4,sad
718,Jar of Hearts,Christina Perri,0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541,audio_features,0HZhYMZOcUzZKSFwPOti6m,spotify:track:0HZhYMZOcUzZKSFwPOti6m,https://api.spotify.com/v1/tracks/0HZhYMZOcUzZKSFwPOti6m,https://api.spotify.com/v1/audio-analysis/0HZhYMZOcUzZKSFwPOti6m,246587,4,sad
719,Let It Go,James Bay,0.536,0.311,1,-10.396,1,0.0288,0.82,1.65e-05,0.107,0.246,147.486,audio_features,3nnG7AM9QopHVPEuLX3Khk,spotify:track:3nnG7AM9QopHVPEuLX3Khk,https://api.spotify.com/v1/tracks/3nnG7AM9QopHVPEuLX3Khk,https://api.spotify.com/v1/audio-analysis/3nnG7AM9QopHVPEuLX3Khk,260533,4,sad
720,Skinny Love,Birdy,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467,audio_features,4RL77hMWUq35NYnPLXBpih,spotify:track:4RL77hMWUq35NYnPLXBpih,https://api.spotify.com/v1/tracks/4RL77hMWUq35NYnPLXBpih,https://api.spotify.com/v1/audio-analysis/4RL77hMWUq35NYnPLXBpih,201080,4,sad
721,all the kids are depressed,Jeremy Zucker,0.773,0.437,9,-8.281,1,0.0963,0.836,2.42e-05,0.544,0.707,103.861,audio_features,75ls0gurX68lUmMjE7QcsE,spotify:track:75ls0gurX68lUmMjE7QcsE,https://api.spotify.com/v1/tracks/75ls0gurX68lUmMjE7QcsE,https://api.spotify.com/v1/audio-analysis/75ls0gurX68lUmMjE7QcsE,169973,4,sad
722,Supercut,Lorde,0.562,0.437,0,-10.229,1,0.052,0.219,2.18e-05,0.0806,0.15,124.852,audio_features,6K8VQ84MqhsoakN5MjrnVR,spotify:track:6K8VQ84MqhsoakN5MjrnVR,https://api.spotify.com/v1/tracks/6K8VQ84MqhsoakN5MjrnVR,https://api.spotify.com/v1/audio-analysis/6K8VQ84MqhsoakN5MjrnVR,277506,4,sad
723,Someone You Loved,Lewis Capaldi,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,audio_features,2TIlqbIneP0ZY1O0EzYLlc,spotify:track:2TIlqbIneP0ZY1O0EzYLlc,https://api.spotify.com/v1/tracks/2TIlqbIneP0ZY1O0EzYLlc,https://api.spotify.com/v1/audio-analysis/2TIlqbIneP0ZY1O0EzYLlc,182161,4,sad
724,Burn,Usher,0.796,0.477,1,-7.161,1,0.108,0.314,0.0,0.12,0.685,119.928,audio_features,7z3N2W7Xz1t2G2sAO8wFVH,spotify:track:7z3N2W7Xz1t2G2sAO8wFVH,https://api.spotify.com/v1/tracks/7z3N2W7Xz1t2G2sAO8wFVH,https://api.spotify.com/v1/audio-analysis/7z3N2W7Xz1t2G2sAO8wFVH,231933,4,sad
725,Skinny Love,Bon Iver,0.592,0.263,4,-14.029,0,0.0568,0.845,5.68e-06,0.127,0.109,76.366,audio_features,3B3eOgLJSqPEA0RfboIQVM,spotify:track:3B3eOgLJSqPEA0RfboIQVM,https://api.spotify.com/v1/tracks/3B3eOgLJSqPEA0RfboIQVM,https://api.spotify.com/v1/audio-analysis/3B3eOgLJSqPEA0RfboIQVM,238520,4,sad
726,Gravity,John Mayer,0.753,0.326,7,-9.883,1,0.0342,0.731,0.00131,0.24,0.237,123.799,audio_features,3SktMqZmo3M9zbB7oKMIF7,spotify:track:3SktMqZmo3M9zbB7oKMIF7,https://api.spotify.com/v1/tracks/3SktMqZmo3M9zbB7oKMIF7,https://api.spotify.com/v1/audio-analysis/3SktMqZmo3M9zbB7oKMIF7,245827,3,sad
727,Leave a Light On,Tom Walker,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78e-06,0.133,0.267,68.976,audio_features,6lOWoTqVnAWXchddtTH31W,spotify:track:6lOWoTqVnAWXchddtTH31W,https://api.spotify.com/v1/tracks/6lOWoTqVnAWXchddtTH31W,https://api.spotify.com/v1/audio-analysis/6lOWoTqVnAWXchddtTH31W,185863,4,sad
728,Heal,Tom Odell,0.445,0.179,1,-12.938,1,0.0396,0.952,0.00056,0.107,0.119,72.246,audio_features,4KlL5Bwlm4yHYxr0B2rHci,spotify:track:4KlL5Bwlm4yHYxr0B2rHci,https://api.spotify.com/v1/tracks/4KlL5Bwlm4yHYxr0B2rHci,https://api.spotify.com/v1/audio-analysis/4KlL5Bwlm4yHYxr0B2rHci,193080,4,sad
729,Sorry,Halsey,0.513,0.25,5,-9.376,0,0.0367,0.913,0.0,0.117,0.351,74.103,audio_features,44n97yHySt0Z9rqPaXgjCK,spotify:track:44n97yHySt0Z9rqPaXgjCK,https://api.spotify.com/v1/tracks/44n97yHySt0Z9rqPaXgjCK,https://api.spotify.com/v1/audio-analysis/44n97yHySt0Z9rqPaXgjCK,220541,4,sad
730,Unfaithful,Rihanna,0.588,0.391,0,-8.607,0,0.0334,0.839,0.0,0.227,0.349,144.069,audio_features,13xxBnXOuiBxVxJI458B0i,spotify:track:13xxBnXOuiBxVxJI458B0i,https://api.spotify.com/v1/tracks/13xxBnXOuiBxVxJI458B0i,https://api.spotify.com/v1/audio-analysis/13xxBnXOuiBxVxJI458B0i,226973,4,sad
731,Hold Back The River,James Bay,0.715,0.715,5,-7.364,1,0.0902,0.0526,0.0,0.0936,0.507,134.922,audio_features,1KZyVnyptQcPzkx7ELCnZC,spotify:track:1KZyVnyptQcPzkx7ELCnZC,https://api.spotify.com/v1/tracks/1KZyVnyptQcPzkx7ELCnZC,https://api.spotify.com/v1/audio-analysis/1KZyVnyptQcPzkx7ELCnZC,238747,4,sad
732,Circle,Phil France,0.388,0.223,6,-15.605,1,0.0356,0.854,0.903,0.111,0.0579,119.998,audio_features,44ZvVLd2hl0h9RieOZ0YMB,spotify:track:44ZvVLd2hl0h9RieOZ0YMB,https://api.spotify.com/v1/tracks/44ZvVLd2hl0h9RieOZ0YMB,https://api.spotify.com/v1/audio-analysis/44ZvVLd2hl0h9RieOZ0YMB,243000,4,tranquil
733,Violet Sunset,Arnold Kasar,0.283,0.121,1,-18.147,1,0.0301,0.94,0.952,0.111,0.0759,73.565,audio_features,1QvYfNXdbMTD9UJHJa7ulN,spotify:track:1QvYfNXdbMTD9UJHJa7ulN,https://api.spotify.com/v1/tracks/1QvYfNXdbMTD9UJHJa7ulN,https://api.spotify.com/v1/audio-analysis/1QvYfNXdbMTD9UJHJa7ulN,253140,4,tranquil
734,Something from Nothing,Pieter de Graaf,0.299,0.0604,3,-27.262,1,0.0354,0.989,0.922,0.16,0.122,71.378,audio_features,78fOkzXOLDV6cXLY3QgIuA,spotify:track:78fOkzXOLDV6cXLY3QgIuA,https://api.spotify.com/v1/tracks/78fOkzXOLDV6cXLY3QgIuA,https://api.spotify.com/v1/audio-analysis/78fOkzXOLDV6cXLY3QgIuA,235289,5,tranquil
735,Billow Gently,"Sophie Hutchings, Lavinia Meijer",0.292,0.0804,7,-25.788,0,0.0468,0.994,0.929,0.124,0.207,139.447,audio_features,0G6oaTsBqKgZ3VHPGZFrwL,spotify:track:0G6oaTsBqKgZ3VHPGZFrwL,https://api.spotify.com/v1/tracks/0G6oaTsBqKgZ3VHPGZFrwL,https://api.spotify.com/v1/audio-analysis/0G6oaTsBqKgZ3VHPGZFrwL,195429,3,tranquil
736,Sauntering Dream,"We Dream of Eden, Jonathan Warman",0.172,0.0393,0,-25.871,0,0.0496,0.941,0.881,0.114,0.0312,116.227,audio_features,0c2FezsbQQHPFWgtlyGACF,spotify:track:0c2FezsbQQHPFWgtlyGACF,https://api.spotify.com/v1/tracks/0c2FezsbQQHPFWgtlyGACF,https://api.spotify.com/v1/audio-analysis/0c2FezsbQQHPFWgtlyGACF,199625,4,tranquil
737,Dreamy,Hania Rani,0.495,0.0696,7,-31.384,0,0.0296,0.96,0.898,0.119,0.276,95.193,audio_features,4tqAHq4q1M9m9AOhaWqNKn,spotify:track:4tqAHq4q1M9m9AOhaWqNKn,https://api.spotify.com/v1/tracks/4tqAHq4q1M9m9AOhaWqNKn,https://api.spotify.com/v1/audio-analysis/4tqAHq4q1M9m9AOhaWqNKn,179800,3,tranquil
738,Momentum,GUIDO,0.278,0.0261,5,-31.697,1,0.0404,0.992,0.907,0.0995,0.111,102.106,audio_features,3yvKMfTf8vmUGm1tpJhl6k,spotify:track:3yvKMfTf8vmUGm1tpJhl6k,https://api.spotify.com/v1/tracks/3yvKMfTf8vmUGm1tpJhl6k,https://api.spotify.com/v1/audio-analysis/3yvKMfTf8vmUGm1tpJhl6k,186890,4,tranquil
739,Venerable Dilemma,"Roger Eno, Scoring Berlin",0.17,0.168,4,-16.175,0,0.0418,0.977,0.808,0.247,0.0379,140.759,audio_features,7LcLD9Mb1lHmkhMMfB3QXT,spotify:track:7LcLD9Mb1lHmkhMMfB3QXT,https://api.spotify.com/v1/tracks/7LcLD9Mb1lHmkhMMfB3QXT,https://api.spotify.com/v1/audio-analysis/7LcLD9Mb1lHmkhMMfB3QXT,153104,3,tranquil
740,Closer,"Wilson Trouvé, Jordane Tumarinson",0.19,0.244,7,-15.161,1,0.0294,0.918,0.928,0.374,0.1,97.885,audio_features,7597u2WnODjeid70WaYxTT,spotify:track:7597u2WnODjeid70WaYxTT,https://api.spotify.com/v1/tracks/7597u2WnODjeid70WaYxTT,https://api.spotify.com/v1/audio-analysis/7597u2WnODjeid70WaYxTT,111430,4,tranquil
741,BORDERS,Alexandra Streliski,0.262,0.0579,8,-25.402,1,0.0348,0.961,0.9,0.105,0.215,140.772,audio_features,7kd29hQliuo3wqBZJfZj1F,spotify:track:7kd29hQliuo3wqBZJfZj1F,https://api.spotify.com/v1/tracks/7kd29hQliuo3wqBZJfZj1F,https://api.spotify.com/v1/audio-analysis/7kd29hQliuo3wqBZJfZj1F,179302,4,tranquil
742,Pure (Ride the World),Brendan Eder Ensemble,0.481,0.144,7,-17.059,1,0.0285,0.977,0.85,0.118,0.108,72.047,audio_features,1fSXVjUJLokyDRVbBrVVVR,spotify:track:1fSXVjUJLokyDRVbBrVVVR,https://api.spotify.com/v1/tracks/1fSXVjUJLokyDRVbBrVVVR,https://api.spotify.com/v1/audio-analysis/1fSXVjUJLokyDRVbBrVVVR,198188,3,tranquil
743,Filma Solo,Gabríel Ólafs,0.213,0.0377,10,-33.06,1,0.0475,0.986,0.869,0.139,0.0973,165.763,audio_features,4SsDrt7HV1ECcJ2A7EHfLL,spotify:track:4SsDrt7HV1ECcJ2A7EHfLL,https://api.spotify.com/v1/tracks/4SsDrt7HV1ECcJ2A7EHfLL,https://api.spotify.com/v1/audio-analysis/4SsDrt7HV1ECcJ2A7EHfLL,195155,4,tranquil
744,Losar,Joep Beving,0.305,0.0384,5,-28.605,0,0.0301,0.961,0.902,0.0886,0.0856,81.917,audio_features,0bCSGdS5SRvzoz4IBTD55W,spotify:track:0bCSGdS5SRvzoz4IBTD55W,https://api.spotify.com/v1/tracks/0bCSGdS5SRvzoz4IBTD55W,https://api.spotify.com/v1/audio-analysis/0bCSGdS5SRvzoz4IBTD55W,221061,3,tranquil
745,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)","Camille Saint-Saëns, Yo-Yo Ma, Kathryn Stott",0.169,0.0161,9,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,audio_features,0jOnZhF75V68VsBObWx2XO,spotify:track:0jOnZhF75V68VsBObWx2XO,https://api.spotify.com/v1/tracks/0jOnZhF75V68VsBObWx2XO,https://api.spotify.com/v1/audio-analysis/0jOnZhF75V68VsBObWx2XO,174267,3,tranquil
746,Satie / Orch. Ducros: Gymnopédie No. 1,"Erik Satie, Gautier Capuçon, Jerome Ducros, Adrien Perruchon, Orchestre de chambre de Paris",0.0921,0.0183,7,-31.858,1,0.0513,0.942,0.94,0.195,0.039,166.979,audio_features,3JdD9wqvohYMjK6BmEHtTP,spotify:track:3JdD9wqvohYMjK6BmEHtTP,https://api.spotify.com/v1/tracks/3JdD9wqvohYMjK6BmEHtTP,https://api.spotify.com/v1/audio-analysis/3JdD9wqvohYMjK6BmEHtTP,172120,3,tranquil
747,Fracture,Stephan Moccio,0.324,0.0186,2,-28.248,1,0.0476,0.99,0.934,0.105,0.126,85.297,audio_features,2m2GJpBjQNNphaCgBeoj7R,spotify:track:2m2GJpBjQNNphaCgBeoj7R,https://api.spotify.com/v1/tracks/2m2GJpBjQNNphaCgBeoj7R,https://api.spotify.com/v1/audio-analysis/2m2GJpBjQNNphaCgBeoj7R,207640,4,tranquil
748,"Suite bergamasque, L. 75: III. Clair de lune","Claude Debussy, Alice Sara Ott",0.335,0.00501,1,-33.366,1,0.0451,0.993,0.919,0.0618,0.0383,132.085,audio_features,1cmigB9I6IRpFqjIbzvSQB,spotify:track:1cmigB9I6IRpFqjIbzvSQB,https://api.spotify.com/v1/tracks/1cmigB9I6IRpFqjIbzvSQB,https://api.spotify.com/v1/audio-analysis/1cmigB9I6IRpFqjIbzvSQB,294960,3,tranquil
749,Élégie,Alexandra Streliski,0.283,0.0547,9,-23.218,0,0.0353,0.916,0.978,0.0997,0.0721,104.246,audio_features,4t9opZlYVkN78Rh29Pf0YQ,spotify:track:4t9opZlYVkN78Rh29Pf0YQ,https://api.spotify.com/v1/tracks/4t9opZlYVkN78Rh29Pf0YQ,https://api.spotify.com/v1/audio-analysis/4t9opZlYVkN78Rh29Pf0YQ,253202,3,tranquil
750,"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major","Johannes Brahms, Arcadi Volodos",0.299,0.00626,9,-30.923,1,0.0478,0.994,0.901,0.0823,0.0634,69.043,audio_features,1Oo7XEqkrwifJn17aA0ocF,spotify:track:1Oo7XEqkrwifJn17aA0ocF,https://api.spotify.com/v1/tracks/1Oo7XEqkrwifJn17aA0ocF,https://api.spotify.com/v1/audio-analysis/1Oo7XEqkrwifJn17aA0ocF,378733,4,tranquil
751,"Kinderszenen, Op. 15: Träumerei (Arr. Lewin for Guitar)","Robert Schumann, Miloš Karadaglić",0.406,0.00921,2,-31.822,1,0.087,0.984,0.906,0.0953,0.303,80.507,audio_features,2Imxyb3LiuXsDFo7Gq5YDs,spotify:track:2Imxyb3LiuXsDFo7Gq5YDs,https://api.spotify.com/v1/tracks/2Imxyb3LiuXsDFo7Gq5YDs,https://api.spotify.com/v1/audio-analysis/2Imxyb3LiuXsDFo7Gq5YDs,215800,4,tranquil
752,3 Spirituals for Orchestra: No. 2. Kum Bab Yah,"Adolphus Hailstork, Virginia Symphony Orchestra, Joann Falletta",0.141,0.00268,2,-37.571,0,0.0427,0.945,0.601,0.0756,0.0386,140.372,audio_features,6y1FgcqMY76hCk9qLxUuy4,spotify:track:6y1FgcqMY76hCk9qLxUuy4,https://api.spotify.com/v1/tracks/6y1FgcqMY76hCk9qLxUuy4,https://api.spotify.com/v1/audio-analysis/6y1FgcqMY76hCk9qLxUuy4,170213,5,tranquil
753,The Arts and the Hours,"Jean-Philippe Rameau, Víkingur Ólafsson",0.415,0.026,1,-36.7,1,0.0496,0.995,0.938,0.107,0.268,136.191,audio_features,1G3QPQkoXvpChjNUhd6Tfs,spotify:track:1G3QPQkoXvpChjNUhd6Tfs,https://api.spotify.com/v1/tracks/1G3QPQkoXvpChjNUhd6Tfs,https://api.spotify.com/v1/audio-analysis/1G3QPQkoXvpChjNUhd6Tfs,285443,4,tranquil
754,Notturno for Strings and Harp,"Arnold Schoenberg, Daniel Hope, Zürcher Kammerorchester, Jane Berthe",0.0979,0.0801,8,-19.643,1,0.0458,0.941,0.431,0.115,0.0608,75.314,audio_features,7nGA1sRfLDWXYb3VPstnZf,spotify:track:7nGA1sRfLDWXYb3VPstnZf,https://api.spotify.com/v1/tracks/7nGA1sRfLDWXYb3VPstnZf,https://api.spotify.com/v1/audio-analysis/7nGA1sRfLDWXYb3VPstnZf,192420,4,tranquil
